datetime,datetime_nano,KQ.i@SHFE.cu.open,KQ.i@SHFE.cu.high,KQ.i@SHFE.cu.low,KQ.i@SHFE.cu.close,KQ.i@SHFE.cu.volume,KQ.i@SHFE.cu.open_oi,KQ.i@SHFE.cu.close_oi
2026-01-08 23:35:00.000000000,1767886500000000000,99873,99887,99851,99861,603,673690,673731
2026-01-08 23:36:00.000000000,1767886560000000000,99861,99864,99813,99864,454,673731,673742
2026-01-08 23:37:00.000000000,1767886620000000000,99864,99978,99841,99973,1138,673742,673744
2026-01-08 23:38:00.000000000,1767886680000000000,99973,100067,99953,100057,1546,673744,673809
2026-01-08 23:39:00.000000000,1767886740000000000,100057,100243,100055,100198,2969,673809,673733
2026-01-08 23:40:00.000000000,1767886800000000000,100198,100443,100198,100352,3611,673733,674021
2026-01-08 23:41:00.000000000,1767886860000000000,100352,100397,100263,100291,1644,674021,673918
2026-01-08 23:42:00.000000000,1767886920000000000,100291,100334,100193,100270,1564,673918,673792
2026-01-08 23:43:00.000000000,1767886980000000000,100270,100331,100255,100298,887,673792,673922
2026-01-08 23:44:00.000000000,1767887040000000000,100298,100312,100259,100266,475,673922,673865
2026-01-08 23:45:00.000000000,1767887100000000000,100266,100327,100261,100261,654,673865,673931
2026-01-08 23:46:00.000000000,1767887160000000000,100261,100278,100238,100238,499,673931,673927
2026-01-08 23:47:00.000000000,1767887220000000000,100238,100307,100187,100187,696,673927,673960
2026-01-08 23:48:00.000000000,1767887280000000000,100187,100268,100154,100256,843,673960,673804
2026-01-08 23:49:00.000000000,1767887340000000000,100256,100310,100256,100277,492,673804,673862
2026-01-08 23:50:00.000000000,1767887400000000000,100277,100289,100265,100289,261,673862,673874
2026-01-08 23:51:00.000000000,1767887460000000000,100289,100293,100205,100205,482,673874,673912
2026-01-08 23:52:00.000000000,1767887520000000000,100205,100239,100153,100153,508,673912,673850
2026-01-08 23:53:00.000000000,1767887580000000000,100153,100179,100138,100141,651,673850,673777
2026-01-08 23:54:00.000000000,1767887640000000000,100141,100182,100047,100047,1132,673777,673521
2026-01-08 23:55:00.000000000,1767887700000000000,100047,100172,100043,100166,788,673521,673490
2026-01-08 23:56:00.000000000,1767887760000000000,100166,100169,100103,100155,361,673490,673518
2026-01-08 23:57:00.000000000,1767887820000000000,100155,100202,100146,100191,386,673518,673508
2026-01-08 23:58:00.000000000,1767887880000000000,100191,100240,100191,100230,459,673508,673516
2026-01-08 23:59:00.000000000,1767887940000000000,100230,100295,100228,100288,532,673516,673500
2026-01-09 00:00:00.000000000,1767888000000000000,100288,100291,100241,100267,488,673500,673531
2026-01-09 00:01:00.000000000,1767888060000000000,100267,100329,100267,100329,667,673531,673493
2026-01-09 00:02:00.000000000,1767888120000000000,100329,100432,100321,100414,1242,673493,673514
2026-01-09 00:03:00.000000000,1767888180000000000,100414,100528,100373,100528,1444,673514,673541
2026-01-09 00:04:00.000000000,1767888240000000000,100528,100528,100427,100432,759,673541,673591
2026-01-09 00:05:00.000000000,1767888300000000000,100432,100459,100361,100369,796,673591,673541
2026-01-09 00:06:00.000000000,1767888360000000000,100369,100424,100361,100424,437,673541,673544
2026-01-09 00:07:00.000000000,1767888420000000000,100424,100496,100384,100496,597,673544,673564
2026-01-09 00:08:00.000000000,1767888480000000000,100496,100496,100367,100384,644,673564,673504
2026-01-09 00:09:00.000000000,1767888540000000000,100384,100388,100329,100330,415,673504,673399
2026-01-09 00:10:00.000000000,1767888600000000000,100330,100346,100292,100292,385,673399,673333
2026-01-09 00:11:00.000000000,1767888660000000000,100292,100319,100234,100304,528,673333,673262
2026-01-09 00:12:00.000000000,1767888720000000000,100304,100345,100295,100315,294,673262,673274
2026-01-09 00:13:00.000000000,1767888780000000000,100315,100353,100243,100253,461,673274,673288
2026-01-09 00:14:00.000000000,1767888840000000000,100253,100278,100210,100245,607,673288,673264
2026-01-09 00:15:00.000000000,1767888900000000000,100245,100268,100220,100246,361,673264,673247
2026-01-09 00:16:00.000000000,1767888960000000000,100246,100278,100217,100278,399,673247,673249
2026-01-09 00:17:00.000000000,1767889020000000000,100278,100283,100243,100252,237,673249,673241
2026-01-09 00:18:00.000000000,1767889080000000000,100252,100340,100252,100333,512,673241,673089
2026-01-09 00:19:00.000000000,1767889140000000000,100333,100364,100311,100323,338,673089,673119
2026-01-09 00:20:00.000000000,1767889200000000000,100323,100375,100320,100355,410,673119,673091
2026-01-09 00:21:00.000000000,1767889260000000000,100355,100373,100350,100353,168,673091,673079
2026-01-09 00:22:00.000000000,1767889320000000000,100353,100359,100291,100303,308,673079,673122
2026-01-09 00:23:00.000000000,1767889380000000000,100303,100309,100269,100275,191,673122,673103
2026-01-09 00:24:00.000000000,1767889440000000000,100275,100301,100262,100301,168,673103,673087
2026-01-09 00:25:00.000000000,1767889500000000000,100301,100308,100275,100305,195,673087,673010
2026-01-09 00:26:00.000000000,1767889560000000000,100305,100318,100286,100290,136,673010,673047
2026-01-09 00:27:00.000000000,1767889620000000000,100290,100316,100290,100301,82,673047,673022
2026-01-09 00:28:00.000000000,1767889680000000000,100301,100318,100280,100309,223,673022,672952
2026-01-09 00:29:00.000000000,1767889740000000000,100309,100309,100254,100258,322,672952,672923
2026-01-09 00:30:00.000000000,1767889800000000000,100258,100268,100212,100242,488,672923,672877
2026-01-09 00:31:00.000000000,1767889860000000000,100242,100270,100239,100260,379,672877,672911
2026-01-09 00:32:00.000000000,1767889920000000000,100260,100283,100240,100270,487,672911,672798
2026-01-09 00:33:00.000000000,1767889980000000000,100270,100301,100249,100266,848,672798,672620
2026-01-09 00:34:00.000000000,1767890040000000000,100266,100326,100261,100319,518,672620,672552
2026-01-09 00:35:00.000000000,1767890100000000000,100319,100359,100256,100261,517,672552,672565
2026-01-09 00:36:00.000000000,1767890160000000000,100261,100291,100227,100291,434,672565,672594
2026-01-09 00:37:00.000000000,1767890220000000000,100291,100377,100288,100377,351,672594,672570
2026-01-09 00:38:00.000000000,1767890280000000000,100377,100377,100333,100353,186,672570,672571
2026-01-09 00:39:00.000000000,1767890340000000000,100353,100353,100321,100342,194,672571,672550
2026-01-09 00:40:00.000000000,1767890400000000000,100342,100358,100278,100295,329,672550,672581
2026-01-09 00:41:00.000000000,1767890460000000000,100295,100399,100295,100390,369,672581,672454
2026-01-09 00:42:00.000000000,1767890520000000000,100390,100446,100390,100425,509,672454,672325
2026-01-09 00:43:00.000000000,1767890580000000000,100425,100448,100401,100414,315,672325,672287
2026-01-09 00:44:00.000000000,1767890640000000000,100414,100440,100402,100417,162,672287,672261
2026-01-09 00:45:00.000000000,1767890700000000000,100417,100449,100389,100390,297,672261,672265
2026-01-09 00:46:00.000000000,1767890760000000000,100390,100392,100324,100352,317,672265,672298
2026-01-09 00:47:00.000000000,1767890820000000000,100352,100373,100343,100373,156,672298,672307
2026-01-09 00:48:00.000000000,1767890880000000000,100373,100373,100314,100323,277,672307,672280
2026-01-09 00:49:00.000000000,1767890940000000000,100323,100331,100310,100318,362,672280,672119
2026-01-09 00:50:00.000000000,1767891000000000000,100318,100335,100317,100333,300,672119,672023
2026-01-09 00:51:00.000000000,1767891060000000000,100333,100349,100327,100330,303,672023,671899
2026-01-09 00:52:00.000000000,1767891120000000000,100330,100335,100305,100320,302,671899,671930
2026-01-09 00:53:00.000000000,1767891180000000000,100320,100322,100294,100294,222,671930,671904
2026-01-09 00:54:00.000000000,1767891240000000000,100294,100317,100274,100299,433,671904,671791
2026-01-09 00:55:00.000000000,1767891300000000000,100299,100299,100257,100288,333,671791,671761
2026-01-09 00:56:00.000000000,1767891360000000000,100288,100289,100263,100269,235,671761,671730
2026-01-09 00:57:00.000000000,1767891420000000000,100269,100271,100239,100266,274,671730,671657
2026-01-09 00:58:00.000000000,1767891480000000000,100266,100306,100260,100294,392,671657,671446
2026-01-09 00:59:00.000000000,1767891540000000000,100294,100296,100209,100247,717,671446,671245
2026-01-09 09:00:00.000000000,1767920400000000000,100169,100196,99959,100104,7908,671245,670686
2026-01-09 09:01:00.000000000,1767920460000000000,100104,100340,100101,100270,4147,670686,670531
2026-01-09 09:02:00.000000000,1767920520000000000,100270,100297,100051,100051,2692,670531,670251
2026-01-09 09:03:00.000000000,1767920580000000000,100051,100226,100004,100200,3073,670251,670059
2026-01-09 09:04:00.000000000,1767920640000000000,100200,100258,100084,100093,1626,670059,669967
2026-01-09 09:05:00.000000000,1767920700000000000,100093,100093,99813,99813,3315,669967,669852
2026-01-09 09:06:00.000000000,1767920760000000000,99813,99895,99795,99804,2737,669852,669748
2026-01-09 09:07:00.000000000,1767920820000000000,99804,99804,99540,99550,4204,669748,669631
2026-01-09 09:08:00.000000000,1767920880000000000,99550,99609,99438,99492,3854,669631,669673
2026-01-09 09:09:00.000000000,1767920940000000000,99492,99610,99484,99484,2428,669673,669591
2026-01-09 09:10:00.000000000,1767921000000000000,99484,99484,99410,99430,2629,669591,669691
2026-01-09 09:11:00.000000000,1767921060000000000,99430,99546,99430,99488,2036,669691,669739
2026-01-09 09:12:00.000000000,1767921120000000000,99488,99592,99431,99591,2125,669739,669660
2026-01-09 09:13:00.000000000,1767921180000000000,99591,99591,99444,99467,1725,669660,669722
2026-01-09 09:14:00.000000000,1767921240000000000,99467,99617,99462,99593,1737,669722,669561
2026-01-09 09:15:00.000000000,1767921300000000000,99593,99828,99587,99783,2427,669561,669619
2026-01-09 09:16:00.000000000,1767921360000000000,99783,99797,99618,99628,1617,669619,669803
2026-01-09 09:17:00.000000000,1767921420000000000,99628,99647,99417,99438,2334,669803,669729
2026-01-09 09:18:00.000000000,1767921480000000000,99438,99563,99435,99520,1517,669729,669657
2026-01-09 09:19:00.000000000,1767921540000000000,99520,99535,99334,99361,2522,669657,669563
2026-01-09 09:20:00.000000000,1767921600000000000,99361,99372,99284,99296,2534,669563,669541
2026-01-09 09:21:00.000000000,1767921660000000000,99296,99491,99296,99411,1827,669541,669453
2026-01-09 09:22:00.000000000,1767921720000000000,99411,99458,99330,99387,1767,669453,669327
2026-01-09 09:23:00.000000000,1767921780000000000,99387,99388,99099,99107,3646,669327,669520
2026-01-09 09:24:00.000000000,1767921840000000000,99107,99289,99101,99226,2650,669520,669017
2026-01-09 09:25:00.000000000,1767921900000000000,99226,99265,99170,99247,1373,669017,668968
2026-01-09 09:26:00.000000000,1767921960000000000,99247,99364,99246,99287,1749,668968,668911
2026-01-09 09:27:00.000000000,1767922020000000000,99287,99341,99216,99323,1036,668911,668941
2026-01-09 09:28:00.000000000,1767922080000000000,99323,99368,99271,99356,975,668941,668982
2026-01-09 09:29:00.000000000,1767922140000000000,99356,99460,99341,99449,1438,668982,668931
2026-01-09 09:30:00.000000000,1767922200000000000,99449,99487,99371,99374,987,668931,668924
2026-01-09 09:31:00.000000000,1767922260000000000,99374,99440,99337,99414,710,668924,668934
2026-01-09 09:32:00.000000000,1767922320000000000,99414,99467,99395,99466,859,668934,668840
2026-01-09 09:33:00.000000000,1767922380000000000,99466,99499,99428,99488,781,668840,668836
2026-01-09 09:34:00.000000000,1767922440000000000,99488,99541,99474,99541,1165,668836,668895
2026-01-09 09:35:00.000000000,1767922500000000000,99541,99563,99425,99425,1525,668895,668992
2026-01-09 09:36:00.000000000,1767922560000000000,99425,99425,99238,99273,1847,668992,669115
2026-01-09 09:37:00.000000000,1767922620000000000,99273,99292,99198,99212,1840,669115,669224
2026-01-09 09:38:00.000000000,1767922680000000000,99212,99246,99089,99129,2689,669224,669406
2026-01-09 09:39:00.000000000,1767922740000000000,99129,99235,99110,99139,2237,669406,669320
2026-01-09 09:40:00.000000000,1767922800000000000,99139,99213,99038,99195,2947,669320,669366
2026-01-09 09:41:00.000000000,1767922860000000000,99195,99271,99131,99243,1550,669366,669419
2026-01-09 09:42:00.000000000,1767922920000000000,99243,99339,99206,99235,1226,669419,669462
2026-01-09 09:43:00.000000000,1767922980000000000,99235,99347,99235,99341,644,669462,669438
2026-01-09 09:44:00.000000000,1767923040000000000,99341,99471,99332,99462,1751,669438,669394
2026-01-09 09:45:00.000000000,1767923100000000000,99462,99579,99456,99579,1966,669394,669397
2026-01-09 09:46:00.000000000,1767923160000000000,99579,99610,99522,99610,1487,669397,669516
2026-01-09 09:47:00.000000000,1767923220000000000,99610,99643,99566,99566,1339,669516,669672
2026-01-09 09:48:00.000000000,1767923280000000000,99566,99730,99523,99699,1894,669672,669779
2026-01-09 09:49:00.000000000,1767923340000000000,99699,99711,99640,99670,1654,669779,669912
2026-01-09 09:50:00.000000000,1767923400000000000,99670,99782,99620,99780,1750,669912,670119
2026-01-09 09:51:00.000000000,1767923460000000000,99780,99783,99735,99769,1383,670119,670129
2026-01-09 09:52:00.000000000,1767923520000000000,99769,99842,99744,99841,1476,670129,670000
2026-01-09 09:53:00.000000000,1767923580000000000,99841,100021,99818,100021,2495,670000,670031
2026-01-09 09:54:00.000000000,1767923640000000000,100021,100083,99960,99971,2481,670031,670135
2026-01-09 09:55:00.000000000,1767923700000000000,99971,100027,99904,100027,1464,670135,670379
2026-01-09 09:56:00.000000000,1767923760000000000,100027,100052,99977,100026,957,670379,670584
2026-01-09 09:57:00.000000000,1767923820000000000,100026,100102,100006,100081,1285,670584,670606
2026-01-09 09:58:00.000000000,1767923880000000000,100081,100087,100000,100083,1297,670606,670753
2026-01-09 09:59:00.000000000,1767923940000000000,100083,100192,100083,100179,2127,670753,670933
2026-01-09 10:00:00.000000000,1767924000000000000,100179,100354,100168,100346,3243,670933,671388
2026-01-09 10:01:00.000000000,1767924060000000000,100346,100424,100308,100343,3521,671388,671950
2026-01-09 10:02:00.000000000,1767924120000000000,100343,100351,100245,100246,1743,671950,672092
2026-01-09 10:03:00.000000000,1767924180000000000,100246,100409,100229,100354,2242,672092,672158
2026-01-09 10:04:00.000000000,1767924240000000000,100354,100594,100341,100594,2600,672158,672544
2026-01-09 10:05:00.000000000,1767924300000000000,100594,100681,100566,100597,3542,672544,673306
2026-01-09 10:06:00.000000000,1767924360000000000,100597,100703,100576,100658,2421,673306,673458
2026-01-09 10:07:00.000000000,1767924420000000000,100658,100730,100568,100700,2210,673458,673563
2026-01-09 10:08:00.000000000,1767924480000000000,100700,100705,100571,100571,1533,673563,673751
2026-01-09 10:09:00.000000000,1767924540000000000,100571,100722,100560,100668,2116,673751,673708
2026-01-09 10:10:00.000000000,1767924600000000000,100668,100705,100632,100677,1416,673708,673851
2026-01-09 10:11:00.000000000,1767924660000000000,100677,100677,100567,100581,1489,673851,673915
2026-01-09 10:12:00.000000000,1767924720000000000,100581,100653,100581,100625,1504,673915,673897
2026-01-09 10:13:00.000000000,1767924780000000000,100625,100742,100615,100694,1374,673897,673742
2026-01-09 10:14:00.000000000,1767924840000000000,100694,100836,100694,100825,2385,673742,673822
2026-01-09 10:30:00.000000000,1767925800000000000,100906,101207,100901,101080,6912,673822,674617
2026-01-09 10:31:00.000000000,1767925860000000000,101080,101159,101064,101128,4410,674617,675156
2026-01-09 10:32:00.000000000,1767925920000000000,101128,101136,100958,100991,2619,675156,675360
2026-01-09 10:33:00.000000000,1767925980000000000,100991,101113,100956,101111,1942,675360,675489
2026-01-09 10:34:00.000000000,1767926040000000000,101111,101182,101102,101174,2151,675489,675694
2026-01-09 10:35:00.000000000,1767926100000000000,101174,101296,101136,101295,3219,675694,675997
2026-01-09 10:36:00.000000000,1767926160000000000,101295,101306,101232,101245,2557,675997,676232
2026-01-09 10:37:00.000000000,1767926220000000000,101245,101248,101074,101138,2826,676232,675876
2026-01-09 10:38:00.000000000,1767926280000000000,101138,101147,101064,101073,1574,675876,675773
2026-01-09 10:39:00.000000000,1767926340000000000,101073,101097,100931,100931,2142,675773,675689
2026-01-09 10:40:00.000000000,1767926400000000000,100931,100945,100870,100870,1428,675689,675582
2026-01-09 10:41:00.000000000,1767926460000000000,100870,101080,100851,101080,2038,675582,675323
2026-01-09 10:42:00.000000000,1767926520000000000,101080,101152,101019,101024,1705,675323,675330
2026-01-09 10:43:00.000000000,1767926580000000000,101024,101037,100942,101001,1133,675330,675160
2026-01-09 10:44:00.000000000,1767926640000000000,101001,101152,100994,101152,1321,675160,675201
2026-01-09 10:45:00.000000000,1767926700000000000,101152,101170,101053,101091,1445,675201,675416
2026-01-09 10:46:00.000000000,1767926760000000000,101091,101091,101012,101038,746,675416,675280
2026-01-09 10:47:00.000000000,1767926820000000000,101038,101121,101017,101117,847,675280,675213
2026-01-09 10:48:00.000000000,1767926880000000000,101117,101188,101103,101112,756,675213,675218
2026-01-09 10:49:00.000000000,1767926940000000000,101112,101136,101074,101100,641,675218,675268
2026-01-09 10:50:00.000000000,1767927000000000000,101100,101110,101041,101050,881,675268,675413
2026-01-09 10:51:00.000000000,1767927060000000000,101050,101088,100947,100955,1181,675413,675506
2026-01-09 10:52:00.000000000,1767927120000000000,100955,101124,100955,101074,1069,675506,675454
2026-01-09 10:53:00.000000000,1767927180000000000,101074,101074,100876,100882,1490,675454,675404
2026-01-09 10:54:00.000000000,1767927240000000000,100882,100904,100812,100888,2982,675404,675002
2026-01-09 10:55:00.000000000,1767927300000000000,100888,101013,100882,101011,1393,675002,674987
2026-01-09 10:56:00.000000000,1767927360000000000,101011,101115,101005,101108,1395,674987,675035
2026-01-09 10:57:00.000000000,1767927420000000000,101108,101264,101098,101264,2210,675035,675214
2026-01-09 10:58:00.000000000,1767927480000000000,101264,101338,101247,101297,2365,675214,675385
2026-01-09 10:59:00.000000000,1767927540000000000,101297,101448,101292,101369,3148,675385,675893
2026-01-09 11:00:00.000000000,1767927600000000000,101369,101413,101242,101243,1729,675893,676049
2026-01-09 11:01:00.000000000,1767927660000000000,101243,101300,101148,101149,1310,676049,676109
2026-01-09 11:02:00.000000000,1767927720000000000,101149,101152,101048,101135,1768,676109,676359
2026-01-09 11:03:00.000000000,1767927780000000000,101135,101138,100941,100950,1585,676359,676375
2026-01-09 11:04:00.000000000,1767927840000000000,100950,100994,100934,100939,1469,676375,676167
2026-01-09 11:05:00.000000000,1767927900000000000,100939,100939,100806,100873,2307,676167,676138
2026-01-09 11:06:00.000000000,1767927960000000000,100873,100927,100873,100924,1082,676138,676139
2026-01-09 11:07:00.000000000,1767928020000000000,100924,100935,100734,100781,2012,676139,675914
2026-01-09 11:08:00.000000000,1767928080000000000,100781,100838,100732,100769,1824,675914,675880
2026-01-09 11:09:00.000000000,1767928140000000000,100769,100841,100714,100754,2800,675880,676197
2026-01-09 11:10:00.000000000,1767928200000000000,100754,100764,100605,100708,3508,676197,676056
2026-01-09 11:11:00.000000000,1767928260000000000,100708,100718,100559,100590,1970,676056,676287
2026-01-09 11:12:00.000000000,1767928320000000000,100590,100787,100584,100751,1826,676287,676097
2026-01-09 11:13:00.000000000,1767928380000000000,100751,100781,100706,100749,1143,676097,676100
2026-01-09 11:14:00.000000000,1767928440000000000,100749,100838,100736,100835,1531,676100,676407
2026-01-09 11:15:00.000000000,1767928500000000000,100835,100966,100794,100794,2026,676407,676696
2026-01-09 11:16:00.000000000,1767928560000000000,100794,100798,100707,100710,976,676696,676826
2026-01-09 11:17:00.000000000,1767928620000000000,100710,100797,100710,100775,646,676826,676735
2026-01-09 11:18:00.000000000,1767928680000000000,100775,100809,100736,100754,727,676735,676796
2026-01-09 11:19:00.000000000,1767928740000000000,100754,100833,100744,100817,956,676796,677059
2026-01-09 11:20:00.000000000,1767928800000000000,100817,100826,100764,100805,716,677059,676992
2026-01-09 11:21:00.000000000,1767928860000000000,100805,100943,100796,100921,748,676992,676930
2026-01-09 11:22:00.000000000,1767928920000000000,100921,100940,100770,100794,1330,676930,676872
2026-01-09 11:23:00.000000000,1767928980000000000,100794,100794,100690,100732,1092,676872,676922
2026-01-09 11:24:00.000000000,1767929040000000000,100732,100774,100713,100765,930,676922,676868
2026-01-09 11:25:00.000000000,1767929100000000000,100765,100803,100744,100756,375,676868,676844
2026-01-09 11:26:00.000000000,1767929160000000000,100756,100776,100714,100731,583,676844,676749
2026-01-09 11:27:00.000000000,1767929220000000000,100731,100741,100720,100735,777,676749,676733
2026-01-09 11:28:00.000000000,1767929280000000000,100735,100879,100735,100858,694,676733,676662
2026-01-09 11:29:00.000000000,1767929340000000000,100858,100867,100770,100809,703,676662,676559
2026-01-09 13:30:00.000000000,1767936600000000000,100929,101224,100929,101120,3861,676559,676356
2026-01-09 13:31:00.000000000,1767936660000000000,101120,101285,101120,101229,1995,676356,676506
2026-01-09 13:32:00.000000000,1767936720000000000,101229,101394,101223,101348,2338,676506,676808
2026-01-09 13:33:00.000000000,1767936780000000000,101348,101402,101322,101341,1468,676808,676979
2026-01-09 13:34:00.000000000,1767936840000000000,101341,101591,101341,101582,3059,676979,677486
2026-01-09 13:35:00.000000000,1767936900000000000,101582,101623,101509,101623,2635,677486,677781
2026-01-09 13:36:00.000000000,1767936960000000000,101623,101623,101485,101503,1851,677781,677821
2026-01-09 13:37:00.000000000,1767937020000000000,101503,101547,101458,101470,1681,677821,677983
2026-01-09 13:38:00.000000000,1767937080000000000,101470,101567,101462,101486,1451,677983,677935
2026-01-09 13:39:00.000000000,1767937140000000000,101486,101527,101457,101495,940,677935,677957
2026-01-09 13:40:00.000000000,1767937200000000000,101495,101549,101471,101517,1116,677957,678066
2026-01-09 13:41:00.000000000,1767937260000000000,101517,101537,101483,101517,1013,678066,678161
2026-01-09 13:42:00.000000000,1767937320000000000,101517,101543,101325,101364,2445,678161,678116
2026-01-09 13:43:00.000000000,1767937380000000000,101364,101432,101289,101298,1596,678116,678186
2026-01-09 13:44:00.000000000,1767937440000000000,101298,101328,101147,101240,1775,678186,677947
2026-01-09 13:45:00.000000000,1767937500000000000,101240,101381,101240,101365,1094,677947,678006
2026-01-09 13:46:00.000000000,1767937560000000000,101365,101421,101358,101371,990,678006,678248
2026-01-09 13:47:00.000000000,1767937620000000000,101371,101371,101259,101306,817,678248,678355
2026-01-09 13:48:00.000000000,1767937680000000000,101306,101370,101292,101310,599,678355,678390
2026-01-09 13:49:00.000000000,1767937740000000000,101310,101311,101251,101258,581,678390,678460
2026-01-09 13:50:00.000000000,1767937800000000000,101258,101261,101103,101135,1840,678460,678475
2026-01-09 13:51:00.000000000,1767937860000000000,101135,101227,101124,101218,881,678475,678438
2026-01-09 13:52:00.000000000,1767937920000000000,101218,101218,101122,101161,882,678438,678363
2026-01-09 13:53:00.000000000,1767937980000000000,101161,101198,101142,101148,768,678363,678431
2026-01-09 13:54:00.000000000,1767938040000000000,101148,101173,101131,101131,939,678431,678340
2026-01-09 13:55:00.000000000,1767938100000000000,101131,101160,101010,101149,1626,678340,678180
2026-01-09 13:56:00.000000000,1767938160000000000,101149,101222,101140,101159,869,678180,678231
2026-01-09 13:57:00.000000000,1767938220000000000,101159,101295,101159,101295,873,678231,678257
2026-01-09 13:58:00.000000000,1767938280000000000,101295,101364,101285,101362,835,678257,678334
2026-01-09 13:59:00.000000000,1767938340000000000,101362,101436,101362,101421,1206,678334,678292
2026-01-09 14:00:00.000000000,1767938400000000000,101421,101475,101419,101475,1224,678292,678393
2026-01-09 14:01:00.000000000,1767938460000000000,101475,101515,101465,101505,1043,678393,678414
2026-01-09 14:02:00.000000000,1767938520000000000,101505,101540,101493,101508,1128,678414,678595
2026-01-09 14:03:00.000000000,1767938580000000000,101508,101663,101495,101663,2247,678595,678979
2026-01-09 14:04:00.000000000,1767938640000000000,101663,101666,101615,101639,1777,678979,679269
2026-01-09 14:05:00.000000000,1767938700000000000,101639,101649,101499,101499,1541,679269,679368
2026-01-09 14:06:00.000000000,1767938760000000000,101499,101506,101412,101445,1253,679368,679416
2026-01-09 14:07:00.000000000,1767938820000000000,101445,101477,101362,101372,968,679416,679416
2026-01-09 14:08:00.000000000,1767938880000000000,101372,101478,101364,101473,644,679416,679461
2026-01-09 14:09:00.000000000,1767938940000000000,101473,101477,101405,101429,517,679461,679422
2026-01-09 14:10:00.000000000,1767939000000000000,101429,101434,101351,101367,1367,679422,679334
2026-01-09 14:11:00.000000000,1767939060000000000,101367,101461,101349,101367,832,679334,679219
2026-01-09 14:12:00.000000000,1767939120000000000,101367,101466,101364,101452,1014,679219,679228
2026-01-09 14:13:00.000000000,1767939180000000000,101452,101456,101365,101365,870,679228,679346
2026-01-09 14:14:00.000000000,1767939240000000000,101365,101375,101251,101326,1593,679346,679567
2026-01-09 14:15:00.000000000,1767939300000000000,101326,101350,101255,101307,1249,679567,679673
2026-01-09 14:16:00.000000000,1767939360000000000,101307,101352,101304,101338,1058,679673,679780
2026-01-09 14:17:00.000000000,1767939420000000000,101338,101381,101328,101340,1099,679780,679954
2026-01-09 14:18:00.000000000,1767939480000000000,101340,101340,101234,101315,1733,679954,680065
2026-01-09 14:19:00.000000000,1767939540000000000,101315,101350,101309,101342,637,680065,680034
2026-01-09 14:20:00.000000000,1767939600000000000,101342,101381,101244,101244,2279,680034,680344
2026-01-09 14:21:00.000000000,1767939660000000000,101244,101269,101202,101232,3716,680344,680912
2026-01-09 14:22:00.000000000,1767939720000000000,101232,101288,101232,101258,1281,680912,681038
2026-01-09 14:23:00.000000000,1767939780000000000,101258,101284,101212,101282,991,681038,681040
2026-01-09 14:24:00.000000000,1767939840000000000,101282,101311,101220,101291,1277,681040,681231
2026-01-09 14:25:00.000000000,1767939900000000000,101291,101419,101273,101411,865,681231,681164
2026-01-09 14:26:00.000000000,1767939960000000000,101411,101476,101411,101460,1634,681164,681206
2026-01-09 14:27:00.000000000,1767940020000000000,101460,101528,101445,101526,1212,681206,681306
2026-01-09 14:28:00.000000000,1767940080000000000,101526,101585,101513,101521,1507,681306,681439
2026-01-09 14:29:00.000000000,1767940140000000000,101521,101521,101430,101455,796,681439,681343
2026-01-09 14:30:00.000000000,1767940200000000000,101455,101505,101436,101462,734,681343,681351
2026-01-09 14:31:00.000000000,1767940260000000000,101462,101490,101427,101451,724,681351,681215
2026-01-09 14:32:00.000000000,1767940320000000000,101451,101515,101419,101425,1418,681215,680966
2026-01-09 14:33:00.000000000,1767940380000000000,101425,101464,101404,101419,742,680966,680997
2026-01-09 14:34:00.000000000,1767940440000000000,101419,101558,101419,101535,1023,680997,681083
2026-01-09 14:35:00.000000000,1767940500000000000,101535,101552,101516,101524,986,681083,681112
2026-01-09 14:36:00.000000000,1767940560000000000,101524,101583,101522,101583,1378,681112,681098
2026-01-09 14:37:00.000000000,1767940620000000000,101583,101621,101554,101587,1173,681098,681259
2026-01-09 14:38:00.000000000,1767940680000000000,101587,101587,101453,101460,945,681259,681206
2026-01-09 14:39:00.000000000,1767940740000000000,101460,101525,101453,101496,1050,681206,681360
2026-01-09 14:40:00.000000000,1767940800000000000,101496,101496,101455,101479,848,681360,681409
2026-01-09 14:41:00.000000000,1767940860000000000,101479,101533,101475,101515,899,681409,681319
2026-01-09 14:42:00.000000000,1767940920000000000,101515,101565,101512,101528,1083,681319,681490
2026-01-09 14:43:00.000000000,1767940980000000000,101528,101528,101469,101494,1254,681490,681508
2026-01-09 14:44:00.000000000,1767941040000000000,101494,101509,101466,101500,1045,681508,681613
2026-01-09 14:45:00.000000000,1767941100000000000,101500,101606,101500,101605,1868,681613,681997
2026-01-09 14:46:00.000000000,1767941160000000000,101605,101672,101605,101660,1652,681997,682187
2026-01-09 14:47:00.000000000,1767941220000000000,101660,101792,101655,101790,2293,682187,682534
2026-01-09 14:48:00.000000000,1767941280000000000,101790,101799,101633,101663,2369,682534,682888
2026-01-09 14:49:00.000000000,1767941340000000000,101663,101715,101647,101705,1445,682888,683023
2026-01-09 14:50:00.000000000,1767941400000000000,101705,101705,101630,101648,1475,683023,683324
2026-01-09 14:51:00.000000000,1767941460000000000,101648,101660,101561,101604,1317,683324,682967
2026-01-09 14:52:00.000000000,1767941520000000000,101604,101619,101591,101598,725,682967,682825
2026-01-09 14:53:00.000000000,1767941580000000000,101598,101598,101514,101536,1281,682825,682515
