datetime,datetime_nano,KQ.m@SHFE.cu.open,KQ.m@SHFE.cu.high,KQ.m@SHFE.cu.low,KQ.m@SHFE.cu.close,KQ.m@SHFE.cu.volume,KQ.m@SHFE.cu.open_oi,KQ.m@SHFE.cu.close_oi
2026-01-08 10:04:00.000000000,1767837840000000000,102660,102670,102480,102500,737,210349,210267
2026-01-08 10:05:00.000000000,1767837900000000000,102500,102550,102420,102420,538,210267,210178
2026-01-08 10:06:00.000000000,1767837960000000000,102420,102550,102420,102480,526,210178,210083
2026-01-08 10:07:00.000000000,1767838020000000000,102480,102570,102450,102560,255,210083,210090
2026-01-08 10:08:00.000000000,1767838080000000000,102560,102710,102560,102710,288,210090,210116
2026-01-08 10:09:00.000000000,1767838140000000000,102710,102710,102650,102670,204,210116,210087
2026-01-08 10:10:00.000000000,1767838200000000000,102670,102720,102670,102720,161,210087,210080
2026-01-08 10:11:00.000000000,1767838260000000000,102720,102740,102700,102720,202,210080,210088
2026-01-08 10:12:00.000000000,1767838320000000000,102720,102750,102660,102740,388,210088,210120
2026-01-08 10:13:00.000000000,1767838380000000000,102740,102740,102670,102740,205,210120,210149
2026-01-08 10:14:00.000000000,1767838440000000000,102740,102750,102720,102740,222,210149,210037
2026-01-08 10:30:00.000000000,1767839400000000000,102620,102620,102450,102450,917,210037,210059
2026-01-08 10:31:00.000000000,1767839460000000000,102450,102490,102330,102350,804,210059,210057
2026-01-08 10:32:00.000000000,1767839520000000000,102350,102410,102300,102310,602,210057,209964
2026-01-08 10:33:00.000000000,1767839580000000000,102310,102390,102100,102100,1083,209964,209921
2026-01-08 10:34:00.000000000,1767839640000000000,102100,102200,102070,102140,891,209921,209915
2026-01-08 10:35:00.000000000,1767839700000000000,102140,102170,102070,102150,643,209915,209984
2026-01-08 10:36:00.000000000,1767839760000000000,102150,102290,102140,102230,385,209984,210014
2026-01-08 10:37:00.000000000,1767839820000000000,102230,102230,102080,102100,840,210014,209955
2026-01-08 10:38:00.000000000,1767839880000000000,102100,102110,101880,101980,1572,209955,209854
2026-01-08 10:39:00.000000000,1767839940000000000,101980,102060,101930,102020,610,209854,209806
2026-01-08 10:40:00.000000000,1767840000000000000,102020,102020,101900,101980,485,209806,209834
2026-01-08 10:41:00.000000000,1767840060000000000,101980,102050,101910,102050,557,209834,209747
2026-01-08 10:42:00.000000000,1767840120000000000,102050,102100,101960,101970,515,209747,209773
2026-01-08 10:43:00.000000000,1767840180000000000,101970,102070,101940,101980,367,209773,209786
2026-01-08 10:44:00.000000000,1767840240000000000,101980,102080,101970,102050,164,209786,209832
2026-01-08 10:45:00.000000000,1767840300000000000,102050,102120,101970,102120,435,209832,209894
2026-01-08 10:46:00.000000000,1767840360000000000,102120,102230,102090,102210,628,209894,209833
2026-01-08 10:47:00.000000000,1767840420000000000,102210,102210,102070,102090,289,209833,209848
2026-01-08 10:48:00.000000000,1767840480000000000,102090,102090,101720,101800,1231,209848,209853
2026-01-08 10:49:00.000000000,1767840540000000000,101800,101820,101680,101720,1047,209853,209737
2026-01-08 10:50:00.000000000,1767840600000000000,101720,101900,101710,101890,620,209737,209699
2026-01-08 10:51:00.000000000,1767840660000000000,101890,101990,101870,101980,326,209699,209712
2026-01-08 10:52:00.000000000,1767840720000000000,101980,102150,101960,102090,344,209712,209745
2026-01-08 10:53:00.000000000,1767840780000000000,102090,102170,102090,102160,374,209745,209751
2026-01-08 10:54:00.000000000,1767840840000000000,102160,102200,102090,102090,462,209751,209765
2026-01-08 10:55:00.000000000,1767840900000000000,102090,102090,101950,102060,917,209765,209991
2026-01-08 10:56:00.000000000,1767840960000000000,102060,102100,101960,102090,579,209991,210043
2026-01-08 10:57:00.000000000,1767841020000000000,102090,102200,102050,102090,504,210043,209975
2026-01-08 10:58:00.000000000,1767841080000000000,102090,102110,102030,102100,327,209975,209943
2026-01-08 10:59:00.000000000,1767841140000000000,102100,102140,102060,102080,223,209943,209971
2026-01-08 11:00:00.000000000,1767841200000000000,102080,102120,102010,102080,264,209971,209959
2026-01-08 11:01:00.000000000,1767841260000000000,102080,102090,101960,101990,345,209959,209957
2026-01-08 11:02:00.000000000,1767841320000000000,101990,102000,101920,101950,220,209957,209944
2026-01-08 11:03:00.000000000,1767841380000000000,101950,101950,101800,101800,461,209944,209975
2026-01-08 11:04:00.000000000,1767841440000000000,101800,101880,101800,101840,385,209975,209905
2026-01-08 11:05:00.000000000,1767841500000000000,101840,101840,101550,101560,1879,209905,209839
2026-01-08 11:06:00.000000000,1767841560000000000,101560,101650,101480,101610,1338,209839,209717
2026-01-08 11:07:00.000000000,1767841620000000000,101610,101680,101520,101660,621,209717,209675
2026-01-08 11:08:00.000000000,1767841680000000000,101660,101780,101640,101680,526,209675,209638
2026-01-08 11:09:00.000000000,1767841740000000000,101680,101840,101680,101830,463,209638,209665
2026-01-08 11:10:00.000000000,1767841800000000000,101830,101830,101750,101800,525,209665,209773
2026-01-08 11:11:00.000000000,1767841860000000000,101800,101880,101790,101870,238,209773,209709
2026-01-08 11:12:00.000000000,1767841920000000000,101870,101940,101830,101860,369,209709,209704
2026-01-08 11:13:00.000000000,1767841980000000000,101860,101890,101720,101750,604,209704,209809
2026-01-08 11:14:00.000000000,1767842040000000000,101750,101800,101720,101800,176,209809,209803
2026-01-08 11:15:00.000000000,1767842100000000000,101800,101800,101640,101640,369,209803,209783
2026-01-08 11:16:00.000000000,1767842160000000000,101640,101710,101500,101540,771,209783,209742
2026-01-08 11:17:00.000000000,1767842220000000000,101540,101580,101500,101540,534,209742,209686
2026-01-08 11:18:00.000000000,1767842280000000000,101540,101650,101480,101550,682,209686,209793
2026-01-08 11:19:00.000000000,1767842340000000000,101550,101680,101550,101660,530,209793,209798
2026-01-08 11:20:00.000000000,1767842400000000000,101660,101740,101630,101710,283,209798,209819
2026-01-08 11:21:00.000000000,1767842460000000000,101710,101850,101710,101820,364,209819,209784
2026-01-08 11:22:00.000000000,1767842520000000000,101820,101920,101820,101850,401,209784,209722
2026-01-08 11:23:00.000000000,1767842580000000000,101850,101860,101800,101850,285,209722,209660
2026-01-08 11:24:00.000000000,1767842640000000000,101850,101890,101810,101810,221,209660,209613
2026-01-08 11:25:00.000000000,1767842700000000000,101810,101940,101810,101940,304,209613,209539
2026-01-08 11:26:00.000000000,1767842760000000000,101940,101980,101900,101920,385,209539,209472
2026-01-08 11:27:00.000000000,1767842820000000000,101920,101920,101850,101870,229,209472,209456
2026-01-08 11:28:00.000000000,1767842880000000000,101870,101890,101830,101830,231,209456,209436
2026-01-08 11:29:00.000000000,1767842940000000000,101830,101890,101800,101880,283,209436,209354
2026-01-08 13:30:00.000000000,1767850200000000000,101600,101600,101090,101130,4247,209354,209300
2026-01-08 13:31:00.000000000,1767850260000000000,101130,101160,100900,100900,2969,209300,208493
2026-01-08 13:32:00.000000000,1767850320000000000,100900,100940,100520,100710,3078,208493,207623
2026-01-08 13:33:00.000000000,1767850380000000000,100710,100830,100630,100760,1641,207623,207381
2026-01-08 13:34:00.000000000,1767850440000000000,100760,100760,100580,100660,1914,207381,206998
2026-01-08 13:35:00.000000000,1767850500000000000,100660,100670,100420,100430,2492,206998,206790
2026-01-08 13:36:00.000000000,1767850560000000000,100430,100960,100420,100930,1980,206790,206359
2026-01-08 13:37:00.000000000,1767850620000000000,100930,101000,100850,100860,1316,206359,206407
2026-01-08 13:38:00.000000000,1767850680000000000,100860,100950,100740,100790,1066,206407,206355
2026-01-08 13:39:00.000000000,1767850740000000000,100790,100980,100780,100920,856,206355,206363
2026-01-08 13:40:00.000000000,1767850800000000000,100920,100930,100780,100890,794,206363,206319
2026-01-08 13:41:00.000000000,1767850860000000000,100890,100900,100700,100700,712,206319,206267
2026-01-08 13:42:00.000000000,1767850920000000000,100700,100700,100550,100610,1648,206267,205755
2026-01-08 13:43:00.000000000,1767850980000000000,100610,100680,100520,100630,850,205755,205625
2026-01-08 13:44:00.000000000,1767851040000000000,100630,100720,100540,100600,875,205625,205543
2026-01-08 13:45:00.000000000,1767851100000000000,100600,100770,100530,100770,899,205543,205397
2026-01-08 13:46:00.000000000,1767851160000000000,100770,100860,100740,100800,726,205397,205246
2026-01-08 13:47:00.000000000,1767851220000000000,100800,100950,100800,100940,673,205246,205201
2026-01-08 13:48:00.000000000,1767851280000000000,100940,100980,100880,100940,731,205201,205230
2026-01-08 13:49:00.000000000,1767851340000000000,100940,101000,100910,100940,416,205230,205259
2026-01-08 13:50:00.000000000,1767851400000000000,100940,100980,100760,100780,597,205259,205357
2026-01-08 13:51:00.000000000,1767851460000000000,100780,100820,100600,100670,871,205357,205303
2026-01-08 13:52:00.000000000,1767851520000000000,100670,100750,100600,100620,782,205303,205265
2026-01-08 13:53:00.000000000,1767851580000000000,100620,100730,100580,100590,847,205265,205236
2026-01-08 13:54:00.000000000,1767851640000000000,100590,100690,100580,100660,468,205236,205180
2026-01-08 13:55:00.000000000,1767851700000000000,100660,100820,100660,100810,583,205180,205087
2026-01-08 13:56:00.000000000,1767851760000000000,100810,100920,100810,100920,535,205087,205066
2026-01-08 13:57:00.000000000,1767851820000000000,100920,101000,100890,100990,676,205066,205026
2026-01-08 13:58:00.000000000,1767851880000000000,100990,101060,100980,101030,643,205026,205015
2026-01-08 13:59:00.000000000,1767851940000000000,101030,101030,100910,101000,654,205015,205131
2026-01-08 14:00:00.000000000,1767852000000000000,101000,101000,100850,100980,585,205131,205157
2026-01-08 14:01:00.000000000,1767852060000000000,100980,101040,100960,101010,367,205157,205192
2026-01-08 14:02:00.000000000,1767852120000000000,101010,101080,100980,101040,563,205192,205285
2026-01-08 14:03:00.000000000,1767852180000000000,101040,101140,101000,101010,1052,205285,205471
2026-01-08 14:04:00.000000000,1767852240000000000,101010,101010,100710,100710,1139,205471,205495
2026-01-08 14:05:00.000000000,1767852300000000000,100710,100790,100650,100670,708,205495,205475
2026-01-08 14:06:00.000000000,1767852360000000000,100670,100730,100600,100650,716,205475,205478
2026-01-08 14:07:00.000000000,1767852420000000000,100650,100670,100600,100640,732,205478,205555
2026-01-08 14:08:00.000000000,1767852480000000000,100640,100750,100580,100650,712,205555,205550
2026-01-08 14:09:00.000000000,1767852540000000000,100650,100660,100580,100600,452,205550,205575
2026-01-08 14:10:00.000000000,1767852600000000000,100600,100680,100580,100630,449,205575,205502
2026-01-08 14:11:00.000000000,1767852660000000000,100630,100640,100520,100530,860,205502,205569
2026-01-08 14:12:00.000000000,1767852720000000000,100530,100590,100350,100380,1674,205569,205286
2026-01-08 14:13:00.000000000,1767852780000000000,100380,100440,100220,100270,1919,205286,204996
2026-01-08 14:14:00.000000000,1767852840000000000,100270,100390,100260,100260,1335,204996,204784
2026-01-08 14:15:00.000000000,1767852900000000000,100260,100350,100160,100320,1769,204784,204563
2026-01-08 14:16:00.000000000,1767852960000000000,100320,100420,100060,100060,1392,204563,204548
2026-01-08 14:17:00.000000000,1767853020000000000,100060,100230,100040,100090,1794,204548,204613
2026-01-08 14:18:00.000000000,1767853080000000000,100090,100420,100090,100410,1219,204613,204496
2026-01-08 14:19:00.000000000,1767853140000000000,100410,100410,100300,100310,770,204496,204507
2026-01-08 14:20:00.000000000,1767853200000000000,100310,100560,100290,100480,990,204507,204394
2026-01-08 14:21:00.000000000,1767853260000000000,100480,100510,100360,100490,732,204394,204356
2026-01-08 14:22:00.000000000,1767853320000000000,100490,100520,100420,100420,507,204356,204280
2026-01-08 14:23:00.000000000,1767853380000000000,100420,100480,100300,100400,514,204280,204207
2026-01-08 14:24:00.000000000,1767853440000000000,100400,100510,100390,100430,525,204207,204120
2026-01-08 14:25:00.000000000,1767853500000000000,100430,100600,100410,100590,811,204120,204066
2026-01-08 14:26:00.000000000,1767853560000000000,100590,100680,100580,100600,851,204066,203977
2026-01-08 14:27:00.000000000,1767853620000000000,100600,100730,100540,100700,999,203977,203859
2026-01-08 14:28:00.000000000,1767853680000000000,100700,100800,100680,100720,926,203859,203946
2026-01-08 14:29:00.000000000,1767853740000000000,100720,100860,100700,100830,914,203946,204129
2026-01-08 14:30:00.000000000,1767853800000000000,100830,100880,100760,100830,626,204129,204227
2026-01-08 14:31:00.000000000,1767853860000000000,100830,101000,100830,100890,946,204227,204241
2026-01-08 14:32:00.000000000,1767853920000000000,100890,100930,100800,100930,963,204241,204143
2026-01-08 14:33:00.000000000,1767853980000000000,100930,101080,100930,101050,1047,204143,204210
2026-01-08 14:34:00.000000000,1767854040000000000,101050,101080,100950,101060,764,204210,204199
2026-01-08 14:35:00.000000000,1767854100000000000,101060,101190,101040,101070,912,204199,204388
2026-01-08 14:36:00.000000000,1767854160000000000,101070,101190,101050,101180,537,204388,204391
2026-01-08 14:37:00.000000000,1767854220000000000,101180,101280,101150,101280,754,204391,204412
2026-01-08 14:38:00.000000000,1767854280000000000,101280,101440,101280,101350,1039,204412,204387
2026-01-08 14:39:00.000000000,1767854340000000000,101350,101420,101160,101170,909,204387,204420
2026-01-08 14:40:00.000000000,1767854400000000000,101170,101350,101150,101300,799,204420,204436
2026-01-08 14:41:00.000000000,1767854460000000000,101300,101330,101200,101270,652,204436,204445
2026-01-08 14:42:00.000000000,1767854520000000000,101270,101400,101230,101370,594,204445,204430
2026-01-08 14:43:00.000000000,1767854580000000000,101370,101400,101300,101380,616,204430,204449
2026-01-08 14:44:00.000000000,1767854640000000000,101380,101430,101310,101400,702,204449,204550
2026-01-08 14:45:00.000000000,1767854700000000000,101400,101500,101380,101410,592,204550,204581
2026-01-08 14:46:00.000000000,1767854760000000000,101410,101450,101280,101310,557,204581,204664
2026-01-08 14:47:00.000000000,1767854820000000000,101310,101440,101290,101440,631,204664,204735
2026-01-08 14:48:00.000000000,1767854880000000000,101440,101440,101370,101430,417,204735,204840
2026-01-08 14:49:00.000000000,1767854940000000000,101430,101480,101400,101420,335,204840,204842
2026-01-08 14:50:00.000000000,1767855000000000000,101420,101450,101340,101370,443,204842,204822
2026-01-08 14:51:00.000000000,1767855060000000000,101370,101400,101300,101300,487,204822,204696
2026-01-08 14:52:00.000000000,1767855120000000000,101300,101300,101060,101070,915,204696,204686
2026-01-08 14:53:00.000000000,1767855180000000000,101070,101180,101010,101020,798,204686,204541
2026-01-08 14:54:00.000000000,1767855240000000000,101020,101120,101010,101100,534,204541,204511
2026-01-08 14:55:00.000000000,1767855300000000000,101100,101140,101050,101120,498,204511,204427
2026-01-08 14:56:00.000000000,1767855360000000000,101120,101170,101070,101170,484,204427,204263
2026-01-08 14:57:00.000000000,1767855420000000000,101170,101240,101150,101230,498,204263,204181
2026-01-08 14:58:00.000000000,1767855480000000000,101230,101250,101120,101160,493,204181,204083
2026-01-08 14:59:00.000000000,1767855540000000000,101160,101230,101130,101220,832,204083,204095
2026-01-08 21:00:00.000000000,1767877200000000000,101680,101890,101600,101810,3605,204095,203889
2026-01-08 21:01:00.000000000,1767877260000000000,101810,101810,101410,101470,1492,203889,203619
2026-01-08 21:02:00.000000000,1767877320000000000,101470,101470,101310,101370,1511,203619,203195
2026-01-08 21:03:00.000000000,1767877380000000000,101370,101370,101210,101350,1212,203195,202980
2026-01-08 21:04:00.000000000,1767877440000000000,101350,101420,101230,101250,922,202980,202900
2026-01-08 21:05:00.000000000,1767877500000000000,101250,101350,101180,101190,780,202900,202711
2026-01-08 21:06:00.000000000,1767877560000000000,101190,101300,101120,101300,973,202711,202695
2026-01-08 21:07:00.000000000,1767877620000000000,101300,101320,101190,101260,572,202695,202588
2026-01-08 21:08:00.000000000,1767877680000000000,101260,101260,101130,101170,769,202588,202499
2026-01-08 21:09:00.000000000,1767877740000000000,101170,101260,101010,101050,689,202499,202344
2026-01-08 21:10:00.000000000,1767877800000000000,101050,101180,101050,101110,734,202344,202238
2026-01-08 21:11:00.000000000,1767877860000000000,101110,101200,101090,101130,620,202238,202124
2026-01-08 21:12:00.000000000,1767877920000000000,101130,101140,100900,100950,1599,202124,201887
2026-01-08 21:13:00.000000000,1767877980000000000,100950,100970,100670,100770,1753,201887,201737
2026-01-08 21:14:00.000000000,1767878040000000000,100770,100820,100650,100790,1281,201737,201498
2026-01-08 21:15:00.000000000,1767878100000000000,100790,100930,100750,100900,1235,201498,201109
2026-01-08 21:16:00.000000000,1767878160000000000,100900,101070,100880,101000,1107,201109,200920
2026-01-08 21:17:00.000000000,1767878220000000000,101000,101020,100930,101020,583,200920,200907
2026-01-08 21:18:00.000000000,1767878280000000000,101020,101050,100950,100980,427,200907,200977
2026-01-08 21:19:00.000000000,1767878340000000000,100980,101020,100840,100880,654,200977,200916
2026-01-08 21:20:00.000000000,1767878400000000000,100880,101140,100870,101120,723,200916,200911
2026-01-08 21:21:00.000000000,1767878460000000000,101120,101120,100900,100960,552,200911,200903
2026-01-08 21:22:00.000000000,1767878520000000000,100960,101060,100930,101050,364,200903,200837
2026-01-08 21:23:00.000000000,1767878580000000000,101050,101050,100820,100940,501,200837,200824
2026-01-08 21:24:00.000000000,1767878640000000000,100940,101010,100880,100880,374,200824,200800
2026-01-08 21:25:00.000000000,1767878700000000000,100880,100990,100880,100950,357,200800,200778
2026-01-08 21:26:00.000000000,1767878760000000000,100950,100980,100870,100930,340,200778,200763
2026-01-08 21:27:00.000000000,1767878820000000000,100930,100980,100910,100970,168,200763,200763
2026-01-08 21:28:00.000000000,1767878880000000000,100970,101000,100870,100870,336,200763,200747
2026-01-08 21:29:00.000000000,1767878940000000000,100870,100960,100800,100930,573,200747,200751
2026-01-08 21:30:00.000000000,1767879000000000000,100930,100930,100610,100750,1248,200751,200467
2026-01-08 21:31:00.000000000,1767879060000000000,100750,100820,100690,100700,619,200467,200343
2026-01-08 21:32:00.000000000,1767879120000000000,100700,100830,100660,100830,544,200343,200296
2026-01-08 21:33:00.000000000,1767879180000000000,100830,100830,100660,100690,411,200296,200255
2026-01-08 21:34:00.000000000,1767879240000000000,100690,100810,100670,100780,436,200255,200233
2026-01-08 21:35:00.000000000,1767879300000000000,100780,100850,100760,100790,390,200233,200179
2026-01-08 21:36:00.000000000,1767879360000000000,100790,100800,100730,100750,290,200179,200171
2026-01-08 21:37:00.000000000,1767879420000000000,100750,100770,100660,100690,488,200171,200143
2026-01-08 21:38:00.000000000,1767879480000000000,100690,100950,100690,100900,738,200143,200101
2026-01-08 21:39:00.000000000,1767879540000000000,100900,100910,100660,100670,585,200101,200115
2026-01-08 21:40:00.000000000,1767879600000000000,100670,100690,100600,100660,805,200115,200091
2026-01-08 21:41:00.000000000,1767879660000000000,100660,100800,100660,100800,416,200091,200026
2026-01-08 21:42:00.000000000,1767879720000000000,100800,100800,100720,100800,307,200026,200105
2026-01-08 21:43:00.000000000,1767879780000000000,100800,100820,100690,100790,508,200105,200017
2026-01-08 21:44:00.000000000,1767879840000000000,100790,100800,100710,100720,173,200017,200002
2026-01-08 21:45:00.000000000,1767879900000000000,100720,100740,100650,100690,300,200002,200039
2026-01-08 21:46:00.000000000,1767879960000000000,100690,100710,100630,100650,233,200039,200027
2026-01-08 21:47:00.000000000,1767880020000000000,100650,100710,100600,100650,449,200027,200027
2026-01-08 21:48:00.000000000,1767880080000000000,100650,100760,100650,100710,316,200027,199991
2026-01-08 21:49:00.000000000,1767880140000000000,100710,100740,100620,100620,273,199991,199979
2026-01-08 21:50:00.000000000,1767880200000000000,100620,100670,100550,100560,545,199979,199913
2026-01-08 21:51:00.000000000,1767880260000000000,100560,100610,100530,100580,511,199913,199856
2026-01-08 21:52:00.000000000,1767880320000000000,100580,100600,100450,100510,1119,199856,199909
2026-01-08 21:53:00.000000000,1767880380000000000,100510,100560,100480,100510,668,199909,199729
2026-01-08 21:54:00.000000000,1767880440000000000,100510,100510,100380,100400,906,199729,199629
2026-01-08 21:55:00.000000000,1767880500000000000,100400,100450,100340,100360,945,199629,199436
2026-01-08 21:56:00.000000000,1767880560000000000,100360,100370,100280,100340,1094,199436,199311
2026-01-08 21:57:00.000000000,1767880620000000000,100340,100400,100250,100390,957,199311,199185
2026-01-08 21:58:00.000000000,1767880680000000000,100390,100470,100320,100320,876,199185,199042
2026-01-08 21:59:00.000000000,1767880740000000000,100320,100450,100310,100420,642,199042,199055
2026-01-08 22:00:00.000000000,1767880800000000000,100420,100420,100260,100260,829,199055,198991
2026-01-08 22:01:00.000000000,1767880860000000000,100260,100300,100180,100210,921,198991,198992
2026-01-08 22:02:00.000000000,1767880920000000000,100210,100240,100100,100120,1040,198992,199054
2026-01-08 22:03:00.000000000,1767880980000000000,100120,100170,99830,99850,3986,199054,198632
2026-01-08 22:04:00.000000000,1767881040000000000,99850,99930,99660,99690,3026,198632,198349
2026-01-08 22:05:00.000000000,1767881100000000000,99690,99790,99580,99610,2986,198349,198119
2026-01-08 22:06:00.000000000,1767881160000000000,99610,99820,99600,99700,2428,198119,197734
2026-01-08 22:07:00.000000000,1767881220000000000,99700,99760,99500,99510,2293,197734,197631
2026-01-08 22:08:00.000000000,1767881280000000000,99510,99510,99350,99370,2382,197631,197681
2026-01-08 22:09:00.000000000,1767881340000000000,99370,99620,99370,99570,1483,197681,197413
2026-01-08 22:10:00.000000000,1767881400000000000,99570,99670,99540,99610,1357,197413,197107
2026-01-08 22:11:00.000000000,1767881460000000000,99610,99740,99560,99720,977,197107,196871
2026-01-08 22:12:00.000000000,1767881520000000000,99720,99720,99530,99650,899,196871,196813
2026-01-08 22:13:00.000000000,1767881580000000000,99650,99650,99470,99480,864,196813,196849
2026-01-08 22:14:00.000000000,1767881640000000000,99480,99500,99120,99200,2148,196849,196467
2026-01-08 22:15:00.000000000,1767881700000000000,99200,99290,99140,99170,1942,196467,196283
2026-01-08 22:16:00.000000000,1767881760000000000,99170,99280,99080,99220,1682,196283,196148
2026-01-08 22:17:00.000000000,1767881820000000000,99220,99380,99210,99300,1328,196148,196176
2026-01-08 22:18:00.000000000,1767881880000000000,99300,99450,99270,99450,1123,196176,196105
2026-01-08 22:19:00.000000000,1767881940000000000,99450,99460,99240,99260,887,196105,195954
2026-01-08 22:20:00.000000000,1767882000000000000,99260,99300,99170,99210,784,195954,195855
2026-01-08 22:21:00.000000000,1767882060000000000,99210,99270,99110,99200,900,195855,195721
2026-01-08 22:22:00.000000000,1767882120000000000,99200,99200,99010,99020,1725,195721,195787
2026-01-08 22:23:00.000000000,1767882180000000000,99020,99250,98900,99250,2819,195787,195395
2026-01-08 22:24:00.000000000,1767882240000000000,99250,99430,99180,99370,1312,195395,195356
2026-01-08 22:25:00.000000000,1767882300000000000,99370,99550,99370,99510,1459,195356,195055
2026-01-08 22:26:00.000000000,1767882360000000000,99510,99550,99440,99470,1052,195055,194959
2026-01-08 22:27:00.000000000,1767882420000000000,99470,99470,99270,99270,750,194959,194899
2026-01-08 22:28:00.000000000,1767882480000000000,99270,99400,99270,99360,536,194899,194859
2026-01-08 22:29:00.000000000,1767882540000000000,99360,99360,99200,99280,634,194859,194801
2026-01-08 22:30:00.000000000,1767882600000000000,99280,99390,99210,99320,670,194801,194753
2026-01-08 22:31:00.000000000,1767882660000000000,99320,99400,99170,99270,1001,194753,194696
2026-01-08 22:32:00.000000000,1767882720000000000,99270,99350,99190,99320,707,194696,194664
2026-01-08 22:33:00.000000000,1767882780000000000,99320,99380,99010,99070,1064,194664,194633
2026-01-08 22:34:00.000000000,1767882840000000000,99070,99170,99030,99100,1418,194633,194754
2026-01-08 22:35:00.000000000,1767882900000000000,99100,99230,99100,99190,769,194754,194875
2026-01-08 22:36:00.000000000,1767882960000000000,99190,99330,99160,99270,1087,194875,195045
2026-01-08 22:37:00.000000000,1767883020000000000,99270,99370,99140,99140,756,195045,195110
2026-01-08 22:38:00.000000000,1767883080000000000,99140,99170,99000,99170,1615,195110,195199
2026-01-08 22:39:00.000000000,1767883140000000000,99170,99250,99100,99130,754,195199,195238
2026-01-08 22:40:00.000000000,1767883200000000000,99130,99240,99120,99210,525,195238,195222
2026-01-08 22:41:00.000000000,1767883260000000000,99210,99210,98960,98970,1256,195222,195287
2026-01-08 22:42:00.000000000,1767883320000000000,98970,99010,98820,98830,2795,195287,195010
2026-01-08 22:43:00.000000000,1767883380000000000,98830,99000,98770,99000,1644,195010,195190
2026-01-08 22:44:00.000000000,1767883440000000000,99000,99020,98820,98870,697,195190,195194
2026-01-08 22:45:00.000000000,1767883500000000000,98870,99010,98870,98980,727,195194,195143
2026-01-08 22:46:00.000000000,1767883560000000000,98980,99230,98950,99230,853,195143,195014
2026-01-08 22:47:00.000000000,1767883620000000000,99230,99340,99210,99320,1245,195014,194754
2026-01-08 22:48:00.000000000,1767883680000000000,99320,99320,99120,99270,860,194754,194762
2026-01-08 22:49:00.000000000,1767883740000000000,99270,99360,99210,99300,794,194762,194703
2026-01-08 22:50:00.000000000,1767883800000000000,99300,99340,99210,99210,584,194703,194753
2026-01-08 22:51:00.000000000,1767883860000000000,99210,99290,99130,99180,654,194753,194824
2026-01-08 22:52:00.000000000,1767883920000000000,99180,99290,99170,99290,447,194824,194774
2026-01-08 22:53:00.000000000,1767883980000000000,99290,99310,99240,99240,603,194774,194600
2026-01-08 22:54:00.000000000,1767884040000000000,99240,99260,99180,99230,291,194600,194632
2026-01-08 22:55:00.000000000,1767884100000000000,99230,99290,99220,99230,317,194632,194601
2026-01-08 22:56:00.000000000,1767884160000000000,99230,99260,99190,99190,334,194601,194626
2026-01-08 22:57:00.000000000,1767884220000000000,99190,99310,99190,99290,468,194626,194614
2026-01-08 22:58:00.000000000,1767884280000000000,99290,99410,99280,99330,1111,194614,194794
2026-01-08 22:59:00.000000000,1767884340000000000,99330,99420,99270,99290,722,194794,194890
2026-01-08 23:00:00.000000000,1767884400000000000,99290,99290,99100,99200,1003,194890,195013
2026-01-08 23:01:00.000000000,1767884460000000000,99200,99260,99100,99250,416,195013,195039
2026-01-08 23:02:00.000000000,1767884520000000000,99250,99310,99180,99290,286,195039,195023
2026-01-08 23:03:00.000000000,1767884580000000000,99290,99410,99250,99380,652,195023,194915
2026-01-08 23:04:00.000000000,1767884640000000000,99380,99430,99360,99420,469,194915,194926
2026-01-08 23:05:00.000000000,1767884700000000000,99420,99470,99360,99460,526,194926,194869
2026-01-08 23:06:00.000000000,1767884760000000000,99460,99480,99380,99410,561,194869,194810
2026-01-08 23:07:00.000000000,1767884820000000000,99410,99480,99380,99460,544,194810,194834
2026-01-08 23:08:00.000000000,1767884880000000000,99460,99540,99420,99540,654,194834,194906
2026-01-08 23:09:00.000000000,1767884940000000000,99540,99650,99520,99640,1555,194906,194825
2026-01-08 23:10:00.000000000,1767885000000000000,99640,99760,99610,99760,1715,194825,194851
2026-01-08 23:11:00.000000000,1767885060000000000,99760,99760,99610,99680,758,194851,194791
2026-01-08 23:12:00.000000000,1767885120000000000,99680,99690,99560,99630,614,194791,194820
2026-01-08 23:13:00.000000000,1767885180000000000,99630,99680,99590,99600,520,194820,194913
2026-01-08 23:14:00.000000000,1767885240000000000,99600,99740,99600,99700,445,194913,194876
2026-01-08 23:15:00.000000000,1767885300000000000,99700,99710,99630,99690,427,194876,194842
2026-01-08 23:16:00.000000000,1767885360000000000,99690,99820,99670,99800,663,194842,194744
2026-01-08 23:17:00.000000000,1767885420000000000,99800,99950,99760,99950,1637,194744,194885
2026-01-08 23:18:00.000000000,1767885480000000000,99950,99980,99860,99860,762,194885,194953
2026-01-08 23:19:00.000000000,1767885540000000000,99860,99890,99750,99820,557,194953,194926
2026-01-08 23:20:00.000000000,1767885600000000000,99820,99900,99820,99890,442,194926,194956
2026-01-08 23:21:00.000000000,1767885660000000000,99890,99920,99850,99870,308,194956,194981
2026-01-08 23:22:00.000000000,1767885720000000000,99870,99980,99800,99810,563,194981,195069
2026-01-08 23:23:00.000000000,1767885780000000000,99810,99830,99720,99830,808,195069,194945
2026-01-08 23:24:00.000000000,1767885840000000000,99830,99870,99720,99720,348,194945,194935
